step_time,gneJ00_offset,gneJ9_offset,queue_sum
581400,101,9,30.0
582012,12,9,28.0
582624,15,9,27.0
583236,19,9,26.3
583848,25,9,26.7
584460,18,46,21.3
585072,100,46,23.7
585684,8,46,24.3
586296,93,46,29.0
586908,100,46,25.7
587520,1,46,25.3
588132,87,40,28.7
588744,95,40,22.7
589356,98,40,22.7
589968,0,34,25.0
590580,88,33,28.0
591192,98,5,28.7
591804,2,0,26.7
592416,2,97,37.7
593028,100,80,26.3
593640,6,78,26.3
594252,97,73,29.3
594864,9,68,23.0
595476,83,63,28.3
596088,6,57,24.0
596700,82,53,33.0
597312,4,50,24.3
597924,86,50,27.5
598536,3,50,24.8
599148,88,50,28.7
599760,6,50,24.2
600372,87,50,27.7
600984,9,50,23.7
601596,90,50,28.8
602208,5,49,23.0
602820,87,48,29.0
603432,5,48,24.3
604044,85,47,32.0
604656,2,46,22.3
605268,89,43,27.3
605880,94,43,26.3
606492,96,41,25.3
607104,98,36,25.3
607716,98,15,30.7
608328,3,12,29.0
608940,3,8,33.0
609552,3,6,33.0
610164,3,6,36.7
610776,3,6,29.0
611388,3,6,34.7
612000,3,6,31.3
612612,3,6,34.0
613224,3,6,38.7
613836,3,6,32.0
614448,3,6,35.0
615060,3,6,36.0
615672,3,6,33.7
616284,3,6,33.7
616896,3,5,32.0
617508,3,4,31.3
618120,3,2,32.2
618732,3,2,34.5
619344,3,0,32.7
619956,3,97,31.0
620568,99,54,26.3
621180,0,43,24.3
621792,84,32,28.3
622404,92,1,31.0
623016,100,95,27.0
623628,6,86,28.0
624240,3,67,26.0
624852,97,8,28.0
625464,3,97,28.7
626076,3,62,24.7
626688,91,9,28.7
627300,0,101,29.7
627912,0,35,25.3
628524,87,25,26.0
629136,1,35,23.0
629748,82,24,26.7
630360,0,31,24.0
630972,86,22,27.3
631584,2,43,22.0
632196,83,41,32.0
632808,91,40,26.7
633420,93,40,25.7
634032,98,39,25.0
634644,100,20,25.7
635256,2,19,25.3
635868,2,96,34.0
636480,99,37,24.7
637092,99,21,31.3
637704,0,21,26.3
638316,18,21,26.0
638928,10,21,28.0
639540,5,21,27.7
640152,99,19,25.7
640764,101,18,27.7
641376,0,15,27.7
641988,0,7,32.7
642600,0,2,34.2
643212,0,100,35.0
643824,99,21,26.0
644436,4,17,27.3
645048,5,94,28.0
645660,3,59,25.0
646272,86,98,26.7
646884,100,98,28.7
647496,100,98,29.7
648108,100,97,33.3
648720,100,90,32.7
649332,100,87,35.0
649944,100,83,34.0
650556,1,76,27.3
651168,0,96,29.0
651780,101,34,23.7
652392,3,22,24.3
653004,99,18,26.7
653616,3,9,25.0
654228,3,4,33.3
654840,4,101,27.7
655452,3,75,26.0
656064,99,17,28.0
656676,0,8,29.3
657288,0,2,33.5
657900,0,95,31.3
658512,0,25,25.7
659124,95,17,27.0
659736,0,5,24.7
660348,0,101,32.3
660960,97,17,27.7
661572,1,4,29.7
662184,1,100,35.3
662796,100,16,27.3
663408,5,6,26.0
664020,5,98,34.3
664632,3,49,21.7
665244,89,41,26.3
665856,94,33,25.0
666468,96,56,29.0
667080,1,53,24.0
667692,88,0,27.7
668304,91,99,26.7
668916,100,99,25.3
669528,1,99,27.7
670140,101,43,22.7
670752,0,38,24.3
671364,85,38,29.0
671976,89,38,27.3
672588,95,35,25.0
673200,96,96,28.7
673812,0,93,28.3
674424,101,22,27.7
675036,3,60,25.7
675648,92,28,25.0
676260,2,55,22.0
676872,91,29,25.3
677484,101,67,29.3
678096,7,64,24.3
678708,83,61,31.0
679320,95,60,28.3
679932,99,60,26.0
680544,101,60,27.3
681156,1,60,25.3
681768,90,26,30.0
682380,96,50,25.2
682992,100,50,25.8
683604,1,50,25.7
684216,84,50,26.0
684828,0,50,23.7
685440,88,47,29.3
686052,1,47,22.7
686664,87,47,29.0
687276,5,47,24.7
687888,91,47,26.7
688500,7,47,21.0
689112,90,47,28.7
689724,2,47,26.3
690336,84,47,30.3
690948,98,47,25.3
691560,1,47,21.7
692172,82,47,31.0
692784,96,47,26.7
693396,97,47,25.7
694008,100,47,24.7
694620,1,47,24.7
695232,82,47,30.0
695844,98,47,26.3
696456,98,45,26.7
697068,98,43,25.3
697680,98,40,26.0
698292,98,30,26.0
698904,1,45,24.0
699516,82,45,30.7
700128,97,45,25.0
700740,97,45,28.3
701352,97,45,28.3
701964,98,45,26.0
702576,99,45,25.0
703188,3,45,24.3
703800,90,45,27.0
704412,3,45,24.0
705024,93,45,28.3
705636,101,45,24.7
706248,4,45,23.3
706860,85,45,31.3
707472,0,45,21.3
708084,84,45,31.3
708696,100,44,25.7
709308,101,41,23.0
709920,1,25,25.7
710532,96,23,25.3
711144,2,85,28.7
711756,0,56,25.0
712368,88,99,30.3
712980,95,97,29.0
713592,99,94,30.0
714204,0,91,27.3
714816,0,39,24.3
715428,88,34,27.7
716040,92,6,30.0
716652,2,3,27.7
717264,7,98,28.7
717876,2,86,29.0
718488,100,24,24.7
719100,9,59,22.7
719712,77,49,32.0
720324,6,37,23.0
720936,89,25,26.0
721548,4,26,25.7
722160,1,20,28.0
722772,0,14,25.3
723384,4,7,28.3
723996,6,3,26.0
724608,6,0,32.3
725220,6,101,32.7
725832,99,95,27.3
726444,0,95,28.3
727056,97,40,25.3
727668,98,37,24.3
728280,1,23,23.0
728892,99,23,27.0
729504,9,74,26.3
730116,88,71,27.3
730728,7,71,23.0
731340,95,71,28.0
731952,8,71,25.3
732564,94,71,28.7
733176,6,71,25.7
733788,0,64,25.7
734400,0,92,31.0
735012,100,31,23.0
735624,5,48,24.7
736236,83,48,32.0
736848,98,48,27.0
737460,100,48,23.0
738072,0,48,25.0
738684,80,30,28.7
739296,96,82,27.0
739908,96,82,32.3
740520,96,82,31.0
741132,98,82,27.0
741744,0,82,28.3
742356,97,8,27.0
